0,0.04961383,0.00774765,0.3941621,0.8594701,0.3436195,0.1326549,0.7618904,0.3953269,0.506633,0.1119244,0.2262018,0.2192557,0.7698725,0.9376484,0.05572867,0.4427866,0.2890089,0.01034987,
1,0.0007432699,0.9339226,0.441511,0.811067,0.662639,0.7917113,0.5705773,0.6125842,0.1378323,0.7498662,0.2775512,0.05979323,0.8267394,0.7012478,0.8449491,0.9047806,0.02508664,0.9363294,
2,0.4794785,0.9543833,0.01246345,0.8213161,0.2137702,0.5589263,0.5622937,0.9115812,0.9066553,0.1265365,0.3373623,0.6881214,0.5992435,0.1388816,0.9821554,0.7401797,0.5349882,0.2612801,
3,0.8536737,0.629421,0.4032456,0.8671886,0.4446376,0.5182428,0.831318,0.4555076,0.7411511,0.6939659,0.3365836,0.02817786,0.9386346,0.384905,0.9845685,0.6008368,0.9916142,0.5947689,
4,0.518472,0.8931491,0.9571915,0.2762808,0.5624008,0.8548813,0.2013577,0.3713738,0.1889672,0.2236665,0.464196,0.2338994,0.8588117,0.4460624,0.2826994,0.4848585,0.6502992,0.2952699,
5,0.1322937,0.993081,0.0993706,0.8501679,0.05288422,0.7103755,0.7102152,0.06754184,0.6839702,0.4332381,0.4117839,0.3794889,0.3048314,0.5129347,0.3220348,0.9001887,0.2308067,0.5625697,
6,0.6816779,0.2121487,0.5452357,0.4536483,0.4004474,0.850263,0.7329754,0.03339791,0.615512,0.965028,0.8362811,0.3003635,0.9524591,0.40148,0.7176974,0.3116618,0.7714964,0.9110984,
7,0.3083586,0.4918492,0.7552787,0.6603229,0.4479222,0.745981,0.7581985,0.6778153,0.852515,0.3761891,0.2386158,0.0132587,0.4459137,0.2149986,0.3160929,0.7962034,0.9360694,0.5307037,
8,0.5595515,0.9354919,0.5414016,0.6900395,0.8159456,0.494425,0.7545797,0.2671106,0.5274375,0.6260469,0.8119305,0.3876728,0.1937431,0.6509095,0.1139419,0.6818796,0.01477027,0.2924815,
9,0.0977385,0.680039,0.4853738,0.6741728,0.5730905,0.1206234,0.1345608,0.3767145,0.8928771,0.6766173,0.9191068,0.6957767,0.9431844,0.7619501,0.5909634,0.2984653,0.6343535,0.1000347,
10,0.9683124,0.004772186,0.3634712,0.1756834,0.6542673,0.6939191,0.06288302,0.3544374,0.6132286,0.9981552,0.2603127,0.3828092,0.1296574,0.1977013,0.2173527,0.4403124,0.2459551,0.2772065,
11,0.3824158,0.7200704,0.4358241,0.1486702,0.8231591,0.7608486,0.5075535,0.4872889,0.8572408,0.06502211,0.4512786,0.1609653,0.1097331,0.03511107,0.8781689,0.7870826,0.1252158,0.02458048,
12,0.1418539,0.2754529,0.5597712,0.2687911,0.3570854,0.6961999,0.08107042,0.7418426,0.4887499,0.05993617,0.4566687,0.234271,0.8472692,0.5030065,0.9060347,0.524797,0.5400944,0.9150975,
13,0.3141373,0.473923,0.8418232,0.4675151,0.1973203,0.4070707,0.1781837,0.4438156,0.4161779,0.9651717,0.8470643,0.1164596,0.5830722,0.7848233,0.3074628,0.2092186,0.5926237,0.9553026,
14,0.7181778,0.07942104,0.190007,0.8914438,0.7866755,0.336273,0.2337599,0.06616616,0.5161393,0.9182551,0.9172168,0.7678424,0.09258568,0.8708191,0.4852774,0.7512934,0.4836982,0.02086675,
15,0.9683124,0.004772186,0.3634712,0.1756834,0.6542673,0.6939191,0.06288302,0.3544374,0.6132286,0.9981552,0.2603127,0.3828092,0.1296574,0.1977013,0.2173527,0.4403124,0.2459551,0.2772065,
16,0.7181778,0.07942104,0.190007,0.8671886,0.4052151,0.5182428,0.831318,0.4555076,0.7411511,0.6939659,0.3365836,0.02817786,0.9386346,0.384905,0.9845685,0.6008368,0.9916142,0.5947689,
17,0.3141373,0.473923,0.8418232,0.4675151,0.1973203,0.1206234,0.1345608,0.3767145,0.8928771,0.6766173,0.9191068,0.6957767,0.9431844,0.7619501,0.5909634,0.2984653,0.6343535,0.1000347,
18,0.7181778,0.07942104,0.190007,0.8914438,0.7866755,0.8548813,0.2013577,0.3713738,0.1889672,0.2236665,0.464196,0.2338994,0.8588117,0.4460624,0.2826994,0.4848585,0.6502992,0.2952699,
19,0.9683124,0.004772186,0.3634712,0.1756834,0.4479222,0.745981,0.7581985,0.6778153,0.852515,0.3761891,0.2386158,0.0132587,0.4459137,0.2149986,0.3160929,0.7962034,0.9360694,0.5307037,
20,0.0977385,0.680039,0.4853738,0.6741728,0.5730905,0.1206234,0.1345608,0.3767145,0.9066553,0.1265365,0.3373623,0.6881214,0.5992435,0.1388816,0.9821554,0.7401797,0.5349882,0.2612801,
21,0.1322937,0.993081,0.0993706,0.2762808,0.5624008,0.8548813,0.2013577,0.3713738,0.1889672,0.2236665,0.464196,0.2338994,0.8588117,0.4460624,0.2826994,0.4848585,0.6502992,0.2952699,
22,0.6816779,0.2121487,0.5452357,0.4536483,0.4004474,0.850263,0.7329754,0.03339791,0.615512,0.965028,0.8362811,0.3003635,0.9524591,0.40148,0.7176974,0.3116618,0.7714964,0.9110984,
23,0.5595515,0.9354919,0.5414016,0.6900395,0.8159456,0.494425,0.5622937,0.9115812,0.9066553,0.1265365,0.3373623,0.6881214,0.5992435,0.1388816,0.9821554,0.7401797,0.5349882,0.2612801,
24,0.4794785,0.9543833,0.01246345,0.8213161,0.2137702,0.5589263,0.5622937,0.9115812,0.9066553,0.1265365,0.3373623,0.6881214,0.5992435,0.1388816,0.2826994,0.4848585,0.6502992,0.3174105,
25,0.3824158,0.7200704,0.4358241,0.1486702,0.662639,0.7917113,0.5705773,0.6125842,0.1378323,0.7498662,0.2775512,0.05979323,0.8267394,0.7012478,0.8449491,0.9047806,0.02508664,0.9363294,
26,0.8536737,0.629421,0.4032456,0.8671886,0.4446376,0.5182428,0.831318,0.4555076,0.7411511,0.6939659,0.3365836,0.02817786,0.9386346,0.384905,0.9845685,0.6008368,0.9916142,0.5947689,
27,0.9683124,0.004772186,0.3634712,0.1756834,0.6542673,0.6939191,0.06288302,0.3544374,0.6132286,0.9981552,0.2603127,0.3828092,0.1296574,0.1977013,0.2173527,0.4403124,0.2459551,0.2772065,
28,0.5595515,0.9354919,0.5414016,0.6900395,0.8159456,0.494425,0.7545797,0.2671106,0.5274375,0.6260469,0.8119305,0.3876728,0.8267394,0.7012478,0.8449491,0.9047806,0.02508664,0.9363294,
29,0.518472,0.8931491,0.9571915,0.2762808,0.5624008,0.8548813,0.2013577,0.3713738,0.1889672,0.4252356,0.464196,0.5786939,0.8588117,0.4460624,0.2826994,0.3116618,0.7714964,0.9110984,
30,0.6816779,0.2121487,0.5452357,0.4536483,0.4004474,0.850263,0.7329754,0.03339791,0.1889672,0.2236665,0.464196,0.2338994,0.8588117,0.4460624,0.2826994,0.4848585,0.6502992,0.2952699,
31,0.1322937,0.993081,0.7552787,0.6603229,0.4479222,0.745981,0.7581985,0.6778153,0.852515,0.3761891,0.2386158,0.0132587,0.4459137,0.2149986,0.3160929,0.7962034,0.9360694,0.5307037,
